"Cardroom","Username","Nickname","Country","Signup date + time","Frozen","Signup IP","Signup serial","Date first rake/fee","Player Code","Lifetime Rake","Lifetime Fee"
"sportiumbet.mx","ANGELES256","ANGELES256","Mexico","2026-03-18 03:36:20","Not frozen",NULL,NULL,NULL,"39745315",NULL,NULL
"sportiumbet.mx","Lauzamr13","Lauzamr13","Mexico","2026-03-17 23:23:20","Not frozen",NULL,NULL,NULL,"39744307",NULL,NULL
"paddypowerpoker.com","62460381","bladeable457","Ireland","2026-03-17 14:46:14","Not frozen","89.19.88.55","e3b581fb823c4f2d8573dcfa8bc0d00c",NULL,"39741826",NULL,NULL
"sportiumbet.mx","Matthew3182","Matthew3182","Mexico","2026-03-17 18:51:30","Not frozen",NULL,NULL,NULL,"39742904",NULL,NULL
"sportiumbet.mx","Luisa241528","Luisa241528","Mexico","2026-03-18 04:07:10","Not frozen",NULL,NULL,NULL,"39745424",NULL,NULL
"paddypowerpoker.com","306215065","ninjatower561","United Kingdom","2026-03-18 01:40:14","Not frozen","31.94.0.242","DD0DDFDC-B688-443B-BBC4-74150F835720","2026-03-18 00:00:00","39744887","5.479111709351754","0.2699459327539023"
"paddypowerpoker.com","306339929","coloneltrue192","Ireland","2026-03-17 15:06:13","Not frozen","37.228.209.179","5F3D06E4-D513-44DB-B45B-2CC520BE01C7",NULL,"39741904",NULL,NULL
"ninjacasino.ee","453721","453721","Finland","2026-03-17 11:47:05","Not frozen","176.93.244.115","tlfirk10071","2026-03-17 00:00:00","39741216","57.990722","3.36"
"netbetgr","NETBD0EC7253BB53","NETBD0EC7253BB53","Greece","2026-03-17 18:05:00","Not frozen",NULL,NULL,NULL,"39742658",NULL,NULL
"sportiumbet.mx","Mimi1972","Mimi1972","Mexico","2026-03-18 01:52:20","Not frozen",NULL,NULL,NULL,"39744920",NULL,NULL
"poker770mt","NETB7DD034458C40","NETB7DD034458C40","Iceland","2026-03-18 01:47:20","Not frozen",NULL,NULL,NULL,"39744913",NULL,NULL
"sportiumbet.mx","Emil20222","Emil20222","Mexico","2026-03-17 23:39:50","Not frozen",NULL,NULL,NULL,"39744384",NULL,NULL
"inbet.bg","992290798425726976","imamvzimam","Bulgaria","2026-03-17 20:03:16","Not frozen","90.154.200.113","9d7250152ebbfb84643e4d13518a60fe",NULL,"39743276",NULL,NULL
"coolbet","Rmvr1Ze8","jedimad334","Norway","2026-03-17 12:19:23","Not frozen","85.164.180.206","f38ec51734e50f37a333026012a8a5ca","2026-03-17 00:00:00","39741294","1.4482969999999993","0"
"sportiumbet.mx","Eddi2312","Eddi2312","Mexico","2026-03-18 03:10:40","Not frozen",NULL,NULL,NULL,"39745222",NULL,NULL
"atlanticcity.pe","2.554106","2554106","Peru","2026-03-17 13:06:16","Not frozen","179.7.82.38","76a9220e0beed0c3f9bdd9a3d367eeed",NULL,"39741416",NULL,NULL
"netbetuk","NETB83AA77632EC7","NETB83AA77632EC7","United Kingdom","2026-03-17 12:32:30","Not frozen",NULL,NULL,NULL,"39741324",NULL,NULL
"sportiumbet.mx","Segundito456","Segundito456","Mexico","2026-03-17 21:09:00","Not frozen",NULL,NULL,NULL,"39743560",NULL,NULL
"bifortuna.cz","vlkan33","vlkan33","Czech Republic","2026-03-17 16:44:36","Not frozen","195.47.51.62","457c787571f94f9571ebfb7ee98111bd",NULL,"39742291",NULL,NULL
"sportiumbet.mx","Dnia123","Dnia123","Mexico","2026-03-18 03:31:20","Not frozen",NULL,NULL,NULL,"39745294",NULL,NULL
"sportiumbet.mx","Guillermo.701","Guillermo7011","Mexico","2026-03-17 21:07:30","Not frozen",NULL,NULL,NULL,"39743549",NULL,NULL
"netbetuk","NETBEB0849977311","NETBEB0849977311","United Kingdom","2026-03-17 17:44:30","Not frozen",NULL,NULL,NULL,"39742560",NULL,NULL
"netbetro","NETB4A3D6304CF24","NETB4A3D6304CF24","Romania","2026-03-17 20:59:00","Not frozen",NULL,NULL,NULL,"39743510",NULL,NULL
"skypoker.com","513565252","513565252","United Kingdom","2026-03-18 02:11:05","Not frozen","81.158.29.209","122db2f4fe21372c0cf6d2ccc89257ee",NULL,"39745007",NULL,NULL
"netbetro","NETB07B77331500D","NETB07B77331500D","Romania","2026-03-17 20:30:30","Not frozen",NULL,NULL,NULL,"39743376",NULL,NULL
"betfredew5","PF14745322","zxfgfdf","United Kingdom","2026-03-17 17:39:04","Not frozen","86.4.170.106","8da73b54e404dc874c99a7226ebcedfc",NULL,"39742538",NULL,NULL
"sportiumbet.mx","Belencor06","Belencor06","Mexico","2026-03-17 13:11:30","Not frozen",NULL,NULL,NULL,"39741436",NULL,NULL
"sportiumbet.mx","Rubio2828","Rubio2828","Mexico","2026-03-17 23:16:10","Not frozen",NULL,NULL,NULL,"39744270",NULL,NULL
"betfredew5","PF14745854","sid2025","United Kingdom","2026-03-17 19:23:10","Not frozen","82.39.6.34","11e42b9c3c8fa5690e909257318e5bd2",NULL,"39743069",NULL,NULL
"sportiumbet.mx","Cachi27","Cachi27","Mexico","2026-03-17 23:57:40","Not frozen",NULL,NULL,NULL,"39744464",NULL,NULL
"netbetro","NETBB5842D0200F6","NETBB5842D0200F6","Romania","2026-03-17 13:51:30","Not frozen",NULL,NULL,NULL,"39741574",NULL,NULL
"sportiumbet.mx","27bertaud","27bertaud","Mexico","2026-03-18 01:46:10","Not frozen",NULL,NULL,NULL,"39744909",NULL,NULL
"skypoker.com","502517821","SAC3817","United Kingdom","2026-03-17 21:32:34","Not frozen","90.196.232.67","8325D137-831F-4520-A542-B2DBAE0EF045",NULL,"39743669",NULL,NULL
"sportiumbet.mx","Cozeir_@12","Cozeir12","Mexico","2026-03-17 20:54:00","Not frozen",NULL,NULL,NULL,"39743477",NULL,NULL
"netbetro","TEST874685B945E4","TEST874685B945E4","Romania","2026-03-17 17:14:20","Not frozen",NULL,NULL,NULL,"39742430",NULL,NULL
"sportiumbet.mx","EzequielCas420","EzequielCas420","Mexico","2026-03-17 14:38:00","Not frozen",NULL,NULL,NULL,"39741785",NULL,NULL
"paf.se","31473846","matrixtree87","Sweden","2026-03-17 11:46:09","Not frozen","213.80.123.214","12461a6a852ab1b40d39c67185741fa4","2026-03-17 00:00:00","39741213","0.013277","0"
"hollandcasino","26R10057557","Magnaopus","Netherlands","2026-03-17 14:12:25","Not frozen","77.170.110.75","t8oirk13762",NULL,"39741678",NULL,NULL
"skypoker.com","514284401","514284401","United Kingdom","2026-03-18 03:44:25","Not frozen","148.252.148.238","a52800478a736c7c8d3f0fea7a6adfdd",NULL,"39745346",NULL,NULL
"sportiumbet.mx","EDUARDO0712","EDUARDO0712","Mexico","2026-03-17 23:55:00","Not frozen",NULL,NULL,NULL,"39744450",NULL,NULL
"sportiumbet.mx","Palomo28","Palomo28","Mexico","2026-03-18 01:31:40","Not frozen",NULL,NULL,NULL,"39744859",NULL,NULL
"bet365poker","AKIKOELSIEMAN","devilblue677","United Kingdom","2026-03-17 15:14:34","Not frozen","188.30.223.92","39974bb9fccf6d88aacb9c82c126cd8d",NULL,"39741928",NULL,NULL
"teammexico.mx","1330543","Licha09","Mexico","2026-03-17 16:43:34","Not frozen","189.203.95.241","006e25d4a70e72c881109372f440383f",NULL,"39742285",NULL,NULL
"betsson.pe","1627621502","sunleaf399","Peru","2026-03-17 20:10:25","Not frozen","132.251.2.228","54fc00ea842f0c0493e4697e45a459d2","2026-03-18 00:00:00","39743301","0","0.6800118762339944"
"netbetuk","NETBDA33E8EA54EC","NETBDA33E8EA54EC","United Kingdom","2026-03-17 17:41:10","Not frozen",NULL,NULL,NULL,"39742544",NULL,NULL
"netbetuk","NETB447F9C819470","NETB447F9C819470","United Kingdom","2026-03-17 17:17:10","Not frozen",NULL,NULL,NULL,"39742442",NULL,NULL
"sportiumbet.mx","Martell03","Martell03","Mexico","2026-03-17 17:25:50","Not frozen",NULL,NULL,NULL,"39742472",NULL,NULL
"netbetro","NETBCB7D3607EA60","NETBCB7D3607EA60","Romania","2026-03-17 18:25:00","Not frozen",NULL,NULL,NULL,"39742758",NULL,NULL
"sportiumbet.mx","Murcielago77","Murcielago771","Mexico","2026-03-17 18:06:20","Not frozen",NULL,NULL,NULL,"39742664",NULL,NULL
"sportiumbet.mx","adminfour","adminfour","Spain","2026-03-17 12:40:01","Not frozen","139.47.127.142","1siirk12884",NULL,"39741345",NULL,NULL
"novibet.gr","1063793","Engaginggutsy31","Greece","2026-03-17 17:07:19","Not frozen","62.74.33.7","75020e1bf71c45efa581e4355a6539fb",NULL,"39742390",NULL,NULL
"sportiumbet.mx","Kamuy88","Kamuy88","Mexico","2026-03-17 21:36:10","Not frozen",NULL,NULL,NULL,"39743692",NULL,NULL
"bet365poker","EBCF75A7AB094659978D877A3EEFCEF9","Cunningaggro39","United Kingdom","2026-03-17 22:13:05","Not frozen","78.86.140.254","a6ff658ad3189acc89370ade775fda09",NULL,"39743909",NULL,NULL
"betsson.com","1089294808","peasantruby449","Chile","2026-03-18 00:02:20","Not frozen",NULL,NULL,NULL,"39744494",NULL,NULL
"paddypowerpoker.com","65320859","puntercharm82","United Kingdom","2026-03-17 21:40:13","Not frozen","176.227.242.213","bbeaafe672333846552c89f27c79a8c1","2026-03-17 00:00:00","39743716","18.245746578785464","0"
"sportiumbet.mx","julitogm2408","julitogm2408","Mexico","2026-03-17 18:23:30","Not frozen",NULL,NULL,NULL,"39742752",NULL,NULL
"netbetro","NETBF6B58B3AE93B","NETBF6B58B3AE93B","Romania","2026-03-17 14:31:20","Not frozen",NULL,NULL,NULL,"39741757",NULL,NULL
"sportiumbet.mx","Autotest1038","Autotest1038","Mexico","2026-03-17 11:12:20","Not frozen",NULL,NULL,NULL,"39741091",NULL,NULL
"sportiumbet.mx","Panchuli100","Panchuli100","Mexico","2026-03-18 01:56:10","Not frozen",NULL,NULL,NULL,"39744942",NULL,NULL
"netbetuk","NETBB710D5F3865B","NETBB710D5F3865B","United Kingdom","2026-03-17 14:13:30","Not frozen",NULL,NULL,NULL,"39741683",NULL,NULL
"sportiumbet.mx","VicenteMBM16","VicenteMBM16","Mexico","2026-03-17 19:14:30","Not frozen",NULL,NULL,NULL,"39743021",NULL,NULL
"redstar","evnofazeff","evnofazeff","Unknown","2026-03-17 16:23:10","Not frozen",NULL,NULL,NULL,"39742198",NULL,NULL
"sportiumbet.mx","Flako193","Flako193","Mexico","2026-03-17 21:39:30","Not frozen",NULL,NULL,NULL,"39743710",NULL,NULL
"netbetgr","NETB70BE25837702","NETB70BE25837702","Greece","2026-03-17 13:52:40","Not frozen",NULL,NULL,NULL,"39741576",NULL,NULL
"sportiumbet.mx","Ane_1987","Ane19871","Mexico","2026-03-17 14:28:00","Not frozen",NULL,NULL,NULL,"39741744",NULL,NULL
"netbetro","NETB71EF21DD0317","NETB71EF21DD0317","Romania","2026-03-17 23:16:50","Not frozen",NULL,NULL,NULL,"39744274",NULL,NULL
"netbetro","NETB84C2887A702F","NETB84C2887A702F","Romania","2026-03-17 14:20:50","Not frozen",NULL,NULL,NULL,"39741718",NULL,NULL
"sportiumbet.mx","COMPA003","COMPA003","Mexico","2026-03-18 03:44:00","Not frozen",NULL,NULL,NULL,"39745345",NULL,NULL
"sportiumbet.mx","ValeriaSalazar17","ValeriaSalazar17","Mexico","2026-03-17 20:28:00","Not frozen",NULL,NULL,NULL,"39743364",NULL,NULL
"sportiumbet.mx","Kino1031","Kino1031","Mexico","2026-03-17 23:55:30","Not frozen",NULL,NULL,NULL,"39744452",NULL,NULL
"efortuna","Mikifrate","Mikifrate","Romania","2026-03-17 21:47:44","Not frozen","81.196.28.197","290F7F68-77C3-41F5-9428-2B3130E95BFD","2026-03-17 00:00:00","39743755","0","0.5700000013945056"
"netbetuk","NETBCB7AD96C5903","NETBCB7AD96C5903","United Kingdom","2026-03-17 13:54:20","Not frozen",NULL,NULL,NULL,"39741584",NULL,NULL
"efortuna","anaria599","anaria599","Romania","2026-03-17 14:25:43","Not frozen","46.97.168.9","b552988e-0b03-49d7-91ec-ce918a0f0578","2026-03-17 00:00:00","39741734","0","0.03000000009577529"
"netbetgr","NETB3778CC3CE186","NETB3778CC3CE186","Greece","2026-03-17 18:03:50","Not frozen",NULL,NULL,NULL,"39742650",NULL,NULL
"bet365poker","DIGBORIROONEY4","bossloud735","United Kingdom","2026-03-17 22:25:57","Not frozen","84.68.50.226","deb114b64b5bf0d3ecc3637e18165c58",NULL,"39743982",NULL,NULL
"efortuna","alice11","alice115","Romania","2026-03-17 18:59:50","Not frozen","93.122.251.142","cb6f985c-cccb-4b84-a8e4-3c07d1b98cf5","2026-03-17 00:00:00","39742937","0","0.05000000015962548"
"sportiumbet.mx","Kaka310198","Kaka310198","Mexico","2026-03-17 12:41:10","Not frozen",NULL,NULL,NULL,"39741353",NULL,NULL
"sportiumbet.mx","Noeliaa217","Noeliaa217","Mexico","2026-03-17 21:59:20","Not frozen",NULL,NULL,NULL,"39743817",NULL,NULL
"netbetro","NETB7C1E581A49C7","NETB7C1E581A49C7","Romania","2026-03-17 14:53:30","Not frozen",NULL,NULL,NULL,"39741856",NULL,NULL
"bet365poker","AMANAZAILDAR032","samuraired255","Canada","2026-03-17 15:17:03","Not frozen","72.143.236.216","2c33e71083664ef281665e787d3b2ae7",NULL,"39741937",NULL,NULL
"sportiumbet.mx","Rojiblanco30","Rojiblanco30","Mexico","2026-03-18 01:47:20","Not frozen",NULL,NULL,NULL,"39744914",NULL,NULL
"sportiumbet.mx","Meramera25","Meramera25","Mexico","2026-03-17 11:39:40","Not frozen",NULL,NULL,NULL,"39741191",NULL,NULL
"sportiumbet.mx","Nick623","Nick6231","Mexico","2026-03-17 10:09:30","Not frozen",NULL,NULL,NULL,"39740897",NULL,NULL
"sportiumbet.mx","hector2482","hector2482","Mexico","2026-03-18 01:58:20","Not frozen",NULL,NULL,NULL,"39744951",NULL,NULL
"sportiumbet.mx","Cosme1987","Cosme1987","Mexico","2026-03-17 21:14:30","Not frozen",NULL,NULL,NULL,"39743581",NULL,NULL
"betsafe.ee","1471592549","computerlast18","Estonia","2026-03-17 22:11:00","Not frozen",NULL,NULL,NULL,"39743889",NULL,NULL
"sportiumbet.mx","CHAPO1235","CHAPO1235","Mexico","2026-03-17 16:28:40","Not frozen",NULL,NULL,NULL,"39742221",NULL,NULL
"netbetro","NETBB9CE5DC49F69","NETBB9CE5DC49F69","Romania","2026-03-17 14:41:00","Not frozen",NULL,NULL,NULL,"39741801",NULL,NULL
"sportiumbet.mx","chyo1986","chyo1986","Mexico","2026-03-17 13:01:00","Not frozen",NULL,NULL,NULL,"39741400",NULL,NULL
"sportiumbet.mx","Chavalon86","Chavalon86","Mexico","2026-03-18 02:15:00","Not frozen",NULL,NULL,NULL,"39745024",NULL,NULL
"atlanticcity.pe","1.81008","181008","Peru","2026-03-17 17:36:51","Not frozen",NULL,"c28071fd2290e1bbd758e29290e89861",NULL,"39742521",NULL,NULL
"codere.mx","Luis2164","citizensaber62","Mexico","2026-03-18 02:20:47","Not frozen","187.190.205.219","deb5a6cd90c329f8b9e5947d64e24409",NULL,"39745043",NULL,NULL
"sportiumbet.mx","Fer69996","Fer69996","Mexico","2026-03-17 20:20:50","Not frozen",NULL,NULL,NULL,"39743333",NULL,NULL
"sportiumbet.mx","Mauricio7865","Mauricio7865","Mexico","2026-03-17 17:59:50","Not frozen",NULL,NULL,NULL,"39742630",NULL,NULL
"betsson.pe","1595518466","ravenstar39","Peru","2026-03-17 20:46:43","Not frozen","38.250.155.92","f8d6cef6727c76a1d10a145a935dc3bc","2026-03-17 00:00:00","39743451","2.0095443433110542","0"
"novibet.gr","5765897","ravencrown72","Greece","2026-03-17 10:14:59","Not frozen","31.152.37.132","973e2972359d9eda61aab90bddf7082b",NULL,"39740919",NULL,NULL
"betsson.se","1667555535","clubcoin676","Sweden","2026-03-17 12:01:50","Not frozen",NULL,NULL,NULL,"39741252",NULL,NULL
"sportiumbet.mx","DiegoDl0207","DiegoDl0207","Mexico","2026-03-17 11:35:40","Not frozen",NULL,NULL,NULL,"39741174",NULL,NULL
"atlanticcity.pe","1.495527","14955271","Peru","2026-03-17 22:08:35","Not frozen","132.251.1.8","da305a9c8ea2448caf06e42889a96d73",NULL,"39743870",NULL,NULL
"sportiumbet.mx","Celenejines07","Celenejines07","Mexico","2026-03-17 20:00:20","Not frozen",NULL,NULL,NULL,"39743270",NULL,NULL
"bet365poker","ALICEWIGGLE365","Talentedember16","United Kingdom","2026-03-17 14:17:25","Not frozen","81.179.198.53","b84545010c70574cdae4e365c02eb1ae",NULL,"39741705",NULL,NULL
"bifortuna.cz","Stepans23","Stepans23","Czech Republic","2026-03-17 16:56:45","Not frozen","109.81.6.110","97960602-4471-4eff-b81c-7c07e39a3746",NULL,"39742350",NULL,NULL
"svenskaspel","113260325","jackpyramid67","Sweden","2026-03-17 17:25:25","Not frozen","81.234.168.36","4dd86361c988235b91d03681ca329d74",NULL,"39742470",NULL,NULL
"atlanticcity.pe","2.547322","Xochitepec","Peru","2026-03-17 15:35:37","Not frozen","38.25.80.187","6bed00c454244cea977fed2864be3c54",NULL,"39742009",NULL,NULL
"sportiumbet.mx","a102802337","a102802337","Mexico","2026-03-17 11:45:50","Not frozen",NULL,NULL,NULL,"39741210",NULL,NULL
"efortuna","Adelin757","Adelin757","Romania","2026-03-17 18:32:35","Not frozen","86.127.162.208","15B8DBE3-CD85-4ECA-8934-1927B9BDD17A","2026-03-17 00:00:00","39742802","0","0.04000000012770038"
"netbetgr","NETB7ED0190C88F8","NETB7ED0190C88F8","Greece","2026-03-17 14:07:30","Not frozen",NULL,NULL,NULL,"39741654",NULL,NULL
"sportiumbet.mx","mb7950403@","mb7950403","Mexico","2026-03-17 10:36:00","Not frozen",NULL,NULL,NULL,"39740978",NULL,NULL
"sportiumbet.mx","Juanfelipe9@.","Juanfelipe9","Mexico","2026-03-17 18:36:30","Not frozen",NULL,NULL,NULL,"39742823",NULL,NULL
"poker770mt","NETBDD7ECC233443","NETBDD7ECC233443","Ireland","2026-03-17 23:04:20","Not frozen",NULL,NULL,NULL,"39744207",NULL,NULL
"netbetro","NETB0B72FFF17DC5","NETB0B72FFF17DC5","Romania","2026-03-17 17:10:40","Not frozen",NULL,NULL,NULL,"39742419",NULL,NULL
"sportiumbet.mx","Gabriela1987","Gabriela19871","Mexico","2026-03-17 22:17:50","Not frozen",NULL,NULL,NULL,"39743934",NULL,NULL
"skypoker.com","508572052","508572052","United Kingdom","2026-03-17 20:38:11","Not frozen","217.138.244.115","c53add3ef317ebac06bfef3c54ec9cc6",NULL,"39743409",NULL,NULL
"paf.com","30992348","Virtuousgiant55","Finland","2026-03-17 18:05:34","Not frozen","91.150.17.245","6e245ef84ff68f64dd07eb261d94db79",NULL,"39742661",NULL,NULL
"sportiumbet.mx","Angelisrael09876","Angelisrael09876","Mexico","2026-03-18 02:56:40","Not frozen",NULL,NULL,NULL,"39745172",NULL,NULL
"betsson.com","1688685062","rosetemple35","Chile","2026-03-18 00:37:30","Not frozen",NULL,NULL,NULL,"39744648",NULL,NULL
"bet365poker.dk","ANDRIUSPAN26","demonbronze846","Denmark","2026-03-17 21:42:05","Not frozen","37.96.111.137","ee232c76a0e6d9267521a089ef38bfff","2026-03-17 00:00:00","39743725","2.420652000000001","0"
"netbetuk","NETBD45F970365C0","NETBD45F970365C0","United Kingdom","2026-03-17 22:50:40","Not frozen",NULL,NULL,NULL,"39744130",NULL,NULL
"sportiumbet.mx","Daniel0056","Daniel0056","Mexico","2026-03-17 19:54:40","Not frozen",NULL,NULL,NULL,"39743249",NULL,NULL
"bet365poker.gr","DIMITRADIOU81","Tacticalwolf72","Greece","2026-03-17 22:13:53","Not frozen","79.129.168.30","dbd4c428f00d98bdb52146ebd651b660",NULL,"39743913",NULL,NULL
"betfredew5","PF14746173","galac123","United Kingdom","2026-03-17 23:02:50","Not frozen","188.30.159.19","cee49bd2e77ed66df6e51dd66d151b91",NULL,"39744200",NULL,NULL
"sportiumbet.mx","Juan1989Z","Juan1989Z","Mexico","2026-03-18 03:06:50","Not frozen",NULL,NULL,NULL,"39745209",NULL,NULL
"betfredew5","PF14576785","kdxxx","United Kingdom","2026-03-17 10:25:18","Not frozen","213.121.0.69","03d6d2b4f05ebf037af15752187afc38",NULL,"39740948",NULL,NULL
"betfredew5","PF14458318","jeff8888","United Kingdom","2026-03-18 02:36:38","Not frozen","51.198.155.220","71c09cd9bd57d8275f67c751ac460c84",NULL,"39745103",NULL,NULL
"skypoker.com","504279304","504279304","United Kingdom","2026-03-17 15:05:33","Not frozen","176.35.24.42","4468febc6bb51d418ca3d2c9c661270e",NULL,"39741899",NULL,NULL
"bet365poker.bap","JUANIHELGUERO11","fishjewel746","Argentina","2026-03-17 21:49:00","Not frozen","181.46.112.149","77a052f053fca48b0ae2cb04ff3bac9e","2026-03-17 00:00:00","39743767","4.65789242388124","0.13999939982061912"
"sportiumbet.mx","Tupesadillasoy17","Tupesadillasoy17","Mexico","2026-03-17 16:25:40","Not frozen",NULL,NULL,NULL,"39742216",NULL,NULL
"sportiumbet.mx","Juanj0@","Juanj01","Mexico","2026-03-17 20:54:20","Not frozen",NULL,NULL,NULL,"39743478",NULL,NULL
"netbetuk","NETBB1A7FD423DC6","NETBB1A7FD423DC6","United Kingdom","2026-03-17 19:28:50","Not frozen",NULL,NULL,NULL,"39743108",NULL,NULL
"skypoker.com","513960319","5136789","United Kingdom","2026-03-17 15:33:52","Not frozen","86.153.51.184","7f3872113115e08ffd57807c64e87e25","2026-03-17 00:00:00","39742001","0.35959010953829873","0.09000000038289563"
"paddypowerpoker.com","306433464","streetfast112","United Kingdom","2026-03-18 00:11:46","Not frozen","92.40.190.128","d04d8471ee797952ae3011fd5d41c242",NULL,"39744537",NULL,NULL
"sportiumbet.mx","ritizlucio16","ritizlucio16","Mexico","2026-03-17 10:40:50","Not frozen",NULL,NULL,NULL,"39740994",NULL,NULL
"netbetro","NETB63573EE835FE","NETB63573EE835FE","Romania","2026-03-17 14:31:00","Not frozen",NULL,NULL,NULL,"39741752",NULL,NULL
"bifortuna.cz","Nicolas39","Nicolas392","Czech Republic","2026-03-17 11:38:22","Not frozen","89.24.59.238","ca564a9e62f4640a9b9798100ec27963","2026-03-17 00:00:00","39741185","0","0.2700000237666614"
"efortuna","GeoIonescu","GeoIonescu","Romania","2026-03-17 13:54:27","Not frozen","89.137.221.223","798dcb87d4fe4e849c09abb82c480ac5",NULL,"39741585",NULL,NULL
"sportiumbet.mx","GuillermoR123@","GuillermoR123","Mexico","2026-03-17 10:38:10","Not frozen",NULL,NULL,NULL,"39740987",NULL,NULL
"sportiumbet.mx","Elliotreyes13","Elliotreyes13","Mexico","2026-03-17 22:28:30","Not frozen",NULL,NULL,NULL,"39744000",NULL,NULL
"sportiumbet.mx","Muñecaz0","Muecaz0","Mexico","2026-03-17 21:19:50","Not frozen",NULL,NULL,NULL,"39743607",NULL,NULL
"sportiumbet.mx","Albertok97","Albertok97","Mexico","2026-03-17 16:12:40","Not frozen",NULL,NULL,NULL,"39742149",NULL,NULL
"sportiumbet.mx","carloshumberto12","carloshumberto12","Mexico","2026-03-17 17:06:40","Not frozen",NULL,NULL,NULL,"39742388",NULL,NULL
"netbetuk","NETB63F21DD26E97","NETB63F21DD26E97","United Kingdom","2026-03-17 19:15:10","Not frozen",NULL,NULL,NULL,"39743025",NULL,NULL
"netbetuk","NETB82030EA327C6","NETB82030EA327C6","United Kingdom","2026-03-18 02:35:10","Not frozen",NULL,NULL,NULL,"39745099",NULL,NULL
"sportiumbet.mx","Galvez12","Galvez12","Mexico","2026-03-17 23:24:00","Not frozen",NULL,NULL,NULL,"39744310",NULL,NULL
"sportiumbet.mx","Paco_3030","Paco30301","Mexico","2026-03-17 16:00:20","Not frozen",NULL,NULL,NULL,"39742102",NULL,NULL
"netbetro","NETB3CD4E80E96B2","NETB3CD4E80E96B2","Romania","2026-03-17 23:28:40","Not frozen",NULL,NULL,NULL,"39744335",NULL,NULL
"sportiumbet.mx","Tordillo23","Tordillo23","Mexico","2026-03-18 03:34:10","Not frozen",NULL,NULL,NULL,"39745304",NULL,NULL
"betfredew5","PF13618791","angb54","United Kingdom","2026-03-18 03:22:49","Not frozen","81.77.17.72","702090c097eaa8520c0b2c3aa4c73285",NULL,"39745261",NULL,NULL
"sportiumbet.mx","THESOLIDO26","THESOLIDO26","Mexico","2026-03-18 03:59:40","Not frozen",NULL,NULL,NULL,"39745397",NULL,NULL
"sportiumbet.mx","Gael_980","Gael980","Mexico","2026-03-17 17:55:40","Not frozen",NULL,NULL,NULL,"39742611",NULL,NULL
"bet365poker.nl","KIJKMAARWATJEDOET27","monsterdark922","Netherlands","2026-03-18 02:30:59","Not frozen","188.206.108.128","3bc0dfbe0a0f52f8a2b3ae4287af7fe3",NULL,"39745083",NULL,NULL
"betfredew5","PF14746644","jcjsloa","United Kingdom","2026-03-17 22:38:51","Not frozen","90.207.12.150","3541ec1b152b81c90b0713682f479a64",NULL,"39744070",NULL,NULL
"sportiumbet.mx","hectormiguel91xr","hectormiguel91xr","Mexico","2026-03-18 00:36:20","Not frozen",NULL,NULL,NULL,"39744646",NULL,NULL
"sportiumbet.mx","Da19ri04","Da19ri04","Mexico","2026-03-17 16:46:50","Not frozen",NULL,NULL,NULL,"39742299",NULL,NULL
"poker770mt","NETB3B57305DCB8F","NETB3B57305DCB8F","New Zealand","2026-03-17 16:16:30","Not frozen",NULL,NULL,NULL,"39742167",NULL,NULL
"netbetro","NETB8E7262D7309D","NETB8E7262D7309D","Romania","2026-03-17 10:44:40","Not frozen",NULL,NULL,NULL,"39741009",NULL,NULL
"skypoker.com","514045121","514045121","United Kingdom","2026-03-18 02:57:44","Not frozen","146.75.168.58","4e373c7dfa9db38148e6cf0fed1d04c5",NULL,"39745177",NULL,NULL
"betsson.pe","1832343228","Audaciouswild19","Peru","2026-03-17 15:57:13","Not frozen","181.198.1.204","1acc9e6ecef3d5a3a9accaef03906727",NULL,"39742082",NULL,NULL
"poker770mt","NETBB749B5572145","NETBB749B5572145","Tunisia","2026-03-17 10:34:30","Not frozen","139.59.170.91","daecde827dbb18bb71bdc33549085837","2026-03-17 00:00:00","39740974","5.591195","0"
"svenskaspel","109354325","mskB","Sweden","2026-03-17 17:08:05","Not frozen","82.209.140.141","0b3fc5e0097cc26e9c5fa43d195a23b9","2026-03-17 00:00:00","39742400","0.24037073005953627","0"
"netbetro","NETBD01280A726E7","NETBD01280A726E7","Romania","2026-03-17 21:06:40","Not frozen",NULL,NULL,NULL,"39743545",NULL,NULL
"boylepokeruw4","SINSIN","dragonbig695","Ireland","2026-03-18 01:26:46","Not frozen","109.76.176.151","4d5cfbb6-18fd-4eba-a771-f46fcf9e2261",NULL,"39744831",NULL,NULL
"sportiumbet.mx","Lichi9874","Lichi9874","Mexico","2026-03-17 20:56:30","Not frozen",NULL,NULL,NULL,"39743493",NULL,NULL
"skypoker.com","512762936","512762936","United Kingdom","2026-03-18 00:21:45","Not frozen","92.40.183.56","8b9b739dca38ec4adedb9fbd692d15cb",NULL,"39744580",NULL,NULL
"sportiumbet.mx","Betemea24j@","Betemea24j","Mexico","2026-03-17 13:39:20","Not frozen",NULL,NULL,NULL,"39741542",NULL,NULL
"latamwin","NANO2025","NANO2025","Chile","2026-03-17 23:59:56","Not frozen","190.160.139.13","5f87cc2b20c4af501e9632bc08fc963e",NULL,"39744476",NULL,NULL
"bifortuna.cz","karolina187","karolina187","Czech Republic","2026-03-17 16:32:25","Not frozen","109.164.52.195","f2e8a0e3-c028-440d-b10c-68fa7effdf22",NULL,"39742241",NULL,NULL
"sportiumbet.mx","Omar11196","Omar11196","Mexico","2026-03-18 02:47:40","Not frozen",NULL,NULL,NULL,"39745139",NULL,NULL
